c_function,c_file,c_line,c_signature,tool_claim,tool_claim_resolved,tool_claim_status,tool_claim_defined_in_rust,tool_verifi_tag,name_eq,matcher_forced,matcher_forced_score,matcher_forced_conf,matcher_deploy,prior,truth,truth_note
ti_kvo,kvo.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"kvo.c:34. Not emitted: the kvo.c TU translated only its first function ti_kvo_start (assembled_unidiomatic.rs:151) and then aborted at ""Failed to link project-level harness for function ti_kvo_start"" (RUN.md); ti_kvo never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_lag_start,lag.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_lag_start,,,,NONE,single-source,ti_lag_start,"C lag.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:157 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_lag_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_lag,lag.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"lag.c:33. Not emitted: the lag.c TU translated only its first function ti_lag_start (assembled_unidiomatic.rs:157) and then aborted at ""Failed to link project-level harness for function ti_lag_start"" (RUN.md); ti_lag never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linreg_start,linreg.c,28,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linreg.c:28. Not emitted: the linreg.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linreg,linreg.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linreg.c:33. Not emitted: the linreg.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linregintercept_start,linregintercept.c,28,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linregintercept.c:28. Not emitted: the linregintercept.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linregintercept,linregintercept.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linregintercept.c:33. Not emitted: the linregintercept.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linregslope_start,linregslope.c,35,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linregslope.c:35. Not emitted: the linregslope.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_linregslope,linregslope.c,41,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"linregslope.c:41. Not emitted: the linregslope.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_macd_start,macd.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_macd_start,,,,NONE,single-source,ti_macd_start,"C macd.c:27 `long_period=(int)options[1]; return long_period-1` -> Rust assembled_unidiomatic.rs:162 `let long_period = *options.add(1) as c_int; long_period - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_macd_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_macd,macd.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"macd.c:34. Not emitted: the macd.c TU translated only its first function ti_macd_start (assembled_unidiomatic.rs:162) and then aborted at ""Failed to link project-level harness for function ti_macd_start"" (RUN.md); ti_macd never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_marketfi_start,marketfi.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_marketfi_start,,,,NONE,single-source,ti_marketfi_start,"C marketfi.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:168 `0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_marketfi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_marketfi,marketfi.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"marketfi.c:34. Not emitted: the marketfi.c TU translated only its first function ti_marketfi_start (assembled_unidiomatic.rs:168) and then aborted at ""Failed to link project-level harness for function ti_marketfi_start"" (RUN.md); ti_marketfi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_mass_start,mass.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_mass_start,,,,NONE,single-source,ti_mass_start,"C mass.c:28 `sum_p=(int)options[0]-1; return 16+sum_p` -> Rust assembled_unidiomatic.rs:173 `let sum_p = *options as c_int - 1; 16 + sum_p`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_mass_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_mass,mass.c,36,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"mass.c:36. Not emitted: the mass.c TU translated only its first function ti_mass_start (assembled_unidiomatic.rs:173) and then aborted at ""Failed to link project-level harness for function ti_mass_start"" (RUN.md); ti_mass never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_max_start,max.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_max_start,,,,NONE,single-source,ti_max_start,"C max.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:179 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_max_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_max,max.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"max.c:33. Not emitted: the max.c TU translated only its first function ti_max_start (assembled_unidiomatic.rs:179) and then aborted at ""Failed to link project-level harness for function ti_max_start"" (RUN.md); ti_max never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_max_ref,max.c,72,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"max.c:72. Not emitted: the max.c TU translated only its first function ti_max_start (assembled_unidiomatic.rs:179) and then aborted at ""Failed to link project-level harness for function ti_max_start"" (RUN.md); ti_max_ref never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_md_start,md.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_md_start,,,,NONE,single-source,ti_md_start,"C md.c:27 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:184 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_md_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_md,md.c,32,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"md.c:32. Not emitted: the md.c TU translated only its first function ti_md_start (assembled_unidiomatic.rs:184) and then aborted at ""Failed to link project-level harness for function ti_md_start"" (RUN.md); ti_md never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_medprice_start,medprice.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_medprice_start,ti_rocr_start,0.541,-0.101,ABSTAIN,CONFLICT,ti_medprice_start,"C medprice.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:189 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_medprice_start: correct. Forced matcher proposal ti_rocr_start is WRONG (SACTOR's translation of C ti_rocr_start from rocr.c, assembled_unidiomatic.rs:255); the C function's own translation is ti_medprice_start at assembled_unidiomatic.rs:189. Bodies differ: C ti_medprice_start = `0`, C ti_rocr_start = `(int)options[0]`."
ti_medprice,medprice.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_cci_start,0.217,-0.174,ABSTAIN,single-source,NONE,"medprice.c:34. Not emitted: the medprice.c TU translated only its first function ti_medprice_start (assembled_unidiomatic.rs:189) and then aborted at ""Failed to link project-level harness for function ti_medprice_start"" (RUN.md); ti_medprice never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_cci_start is wrong by construction (SACTOR's translation of C ti_cci_start from cci.c, assembled_unidiomatic.rs:69); no Rust ti_medprice exists and ti_medprice is not a one-line start-offset function."
ti_mfi_start,mfi.c,29,(options: const double *) -> int,,,NO_MAP,,,ti_mfi_start,,,,NONE,single-source,ti_mfi_start,"C mfi.c:29 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:195 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_mfi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_mfi,mfi.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"mfi.c:34. Not emitted: the mfi.c TU translated only its first function ti_mfi_start (assembled_unidiomatic.rs:195) and then aborted at ""Failed to link project-level harness for function ti_mfi_start"" (RUN.md); ti_mfi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_min_start,min.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_min_start,,,,NONE,single-source,ti_min_start,"C min.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:200 `*options as c_int - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_min_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_min,min.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"min.c:33. Not emitted: the min.c TU translated only its first function ti_min_start (assembled_unidiomatic.rs:200) and then aborted at ""Failed to link project-level harness for function ti_min_start"" (RUN.md); ti_min never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_min_ref,min.c,70,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"min.c:70. Not emitted: the min.c TU translated only its first function ti_min_start (assembled_unidiomatic.rs:200) and then aborted at ""Failed to link project-level harness for function ti_min_start"" (RUN.md); ti_min_ref never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_mom_start,mom.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_mom_start,,,,NONE,single-source,ti_mom_start,"C mom.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:205 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_mom_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_mom,mom.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"mom.c:33. Not emitted: the mom.c TU translated only its first function ti_mom_start (assembled_unidiomatic.rs:205) and then aborted at ""Failed to link project-level harness for function ti_mom_start"" (RUN.md); ti_mom never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_msw_start,msw.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_msw_start,,,,NONE,single-source,ti_msw_start,"C msw.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:210 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_msw_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_msw,msw.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"msw.c:33. Not emitted: the msw.c TU translated only its first function ti_msw_start (assembled_unidiomatic.rs:210) and then aborted at ""Failed to link project-level harness for function ti_msw_start"" (RUN.md); ti_msw never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_natr_start,natr.c,29,(options: const double *) -> int,,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"natr.c:29. Not emitted: the natr.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_natr,natr.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"natr.c:34. Not emitted: the natr.c TU never reached the LLM — SACTOR's relocated expanded TU fails in gcc with `simple1.h`/`dx.h`-style same-directory headers not on its include path (one of the 37 pre-LLM failures, RUN.md; same in run 2). Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_nvi_start,nvi.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_nvi_start,,,,NONE,single-source,ti_nvi_start,"C nvi.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:215 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_nvi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_nvi,nvi.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"nvi.c:34. Not emitted: the nvi.c TU translated only its first function ti_nvi_start (assembled_unidiomatic.rs:215) and then aborted at ""Failed to link project-level harness for function ti_nvi_start"" (RUN.md); ti_nvi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_obv_start,obv.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_obv_start,ti_mfi_start,0.541,-0.101,ABSTAIN,CONFLICT,ti_obv_start,"C obv.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:221 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_obv_start: correct. Forced matcher proposal ti_mfi_start is WRONG (SACTOR's translation of C ti_mfi_start from mfi.c, assembled_unidiomatic.rs:195); the C function's own translation is ti_obv_start at assembled_unidiomatic.rs:221. Bodies differ: C ti_obv_start = `0`, C ti_mfi_start = `(int)options[0]`."
ti_obv,obv.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,ti_adosc_start,0.195,-0.225,ABSTAIN,single-source,NONE,"obv.c:34. Not emitted: the obv.c TU translated only its first function ti_obv_start (assembled_unidiomatic.rs:221) and then aborted at ""Failed to link project-level harness for function ti_obv_start"" (RUN.md); ti_obv never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_adosc_start is wrong by construction (SACTOR's translation of C ti_adosc_start from adosc.c, assembled_unidiomatic.rs:14); no Rust ti_obv exists and ti_obv is not a one-line start-offset function."
ti_ppo_start,ppo.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_ppo_start,,,,NONE,single-source,ti_ppo_start,"C ppo.c:28 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:227 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_ppo_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_ppo,ppo.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"ppo.c:34. Not emitted: the ppo.c TU translated only its first function ti_ppo_start (assembled_unidiomatic.rs:227) and then aborted at ""Failed to link project-level harness for function ti_ppo_start"" (RUN.md); ti_ppo never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_psar_start,psar.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_psar_start,,,,NONE,single-source,ti_psar_start,"C psar.c:27 `(void)options; return 1` -> Rust assembled_unidiomatic.rs:233 `let _ = options; 1`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_psar_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_psar,psar.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"psar.c:33. Not emitted: the psar.c TU translated only its first function ti_psar_start (assembled_unidiomatic.rs:233) and then aborted at ""Failed to link project-level harness for function ti_psar_start"" (RUN.md); ti_psar never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_pvi_start,pvi.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_pvi_start,,,,NONE,single-source,ti_pvi_start,"C pvi.c:28 `(void)options; return 0` -> Rust assembled_unidiomatic.rs:239 `let _ = options; 0`: genuine translation, same computation (not a STUB: the C body itself ignores options and returns this constant, so the constant IS the C behaviour). Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_pvi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_pvi,pvi.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"pvi.c:34. Not emitted: the pvi.c TU translated only its first function ti_pvi_start (assembled_unidiomatic.rs:239) and then aborted at ""Failed to link project-level harness for function ti_pvi_start"" (RUN.md); ti_pvi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_qstick_start,qstick.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_qstick_start,,,,NONE,single-source,ti_qstick_start,"C qstick.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:245 `(*options.offset(0) as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_qstick_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_qstick,qstick.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"qstick.c:33. Not emitted: the qstick.c TU translated only its first function ti_qstick_start (assembled_unidiomatic.rs:245) and then aborted at ""Failed to link project-level harness for function ti_qstick_start"" (RUN.md); ti_qstick never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_roc_start,roc.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_roc_start,,,,NONE,single-source,ti_roc_start,"C roc.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:250 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_roc_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_roc,roc.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"roc.c:33. Not emitted: the roc.c TU translated only its first function ti_roc_start (assembled_unidiomatic.rs:250) and then aborted at ""Failed to link project-level harness for function ti_roc_start"" (RUN.md); ti_roc never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_rocr_start,rocr.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_rocr_start,,,,NONE,single-source,ti_rocr_start,"C rocr.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:255 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_rocr_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_rocr,rocr.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"rocr.c:33. Not emitted: the rocr.c TU translated only its first function ti_rocr_start (assembled_unidiomatic.rs:255) and then aborted at ""Failed to link project-level harness for function ti_rocr_start"" (RUN.md); ti_rocr never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_rsi_start,rsi.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_rsi_start,,,,NONE,single-source,ti_rsi_start,"C rsi.c:28 `return (int)options[0]` -> Rust assembled_unidiomatic.rs:260 `*options as c_int`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_rsi_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_rsi,rsi.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"rsi.c:33. Not emitted: the rsi.c TU translated only its first function ti_rsi_start (assembled_unidiomatic.rs:260) and then aborted at ""Failed to link project-level harness for function ti_rsi_start"" (RUN.md); ti_rsi never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sma_start,sma.c,29,(options: const double *) -> int,,,NO_MAP,,,ti_sma_start,,,,NONE,single-source,ti_sma_start,"C sma.c:29 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:265 `let first = *options; (first as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_sma_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_sma,sma.c,34,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sma.c:34. Not emitted: the sma.c TU translated only its first function ti_sma_start (assembled_unidiomatic.rs:265) and then aborted at ""Failed to link project-level harness for function ti_sma_start"" (RUN.md); ti_sma never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sma_stream_new,sma.c,77,"(options: const double *, stream_in: ti_stream **) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sma.c:77. Not emitted: the sma.c TU translated only its first function ti_sma_start (assembled_unidiomatic.rs:265) and then aborted at ""Failed to link project-level harness for function ti_sma_start"" (RUN.md); ti_sma_stream_new never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sma_stream_run,sma.c,113,"(stream_in: ti_stream *, size: int, inputs: const double *const *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"sma.c:113. Not emitted: the sma.c TU translated only its first function ti_sma_start (assembled_unidiomatic.rs:265) and then aborted at ""Failed to link project-level harness for function ti_sma_start"" (RUN.md); ti_sma_stream_run never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_sma_stream_free,sma.c,149,(stream: ti_stream *) -> void,,,NO_MAP,,,,ti_wad_start,0.664,0.0,ABSTAIN,single-source,NONE,"sma.c:149. Not emitted: the sma.c TU translated only its first function ti_sma_start (assembled_unidiomatic.rs:265) and then aborted at ""Failed to link project-level harness for function ti_sma_start"" (RUN.md); ti_sma_stream_free never reached the LLM. Absent from rust_inventory.csv. Forced matcher proposal ti_wad_start is wrong by construction (SACTOR's translation of C ti_wad_start from wad.c, assembled_unidiomatic.rs:366); no Rust ti_sma_stream_free exists and ti_sma_stream_free is not a one-line start-offset function."
ti_stddev_start,stddev.c,27,(options: const double *) -> int,,,NO_MAP,,,ti_stddev_start,,,,NONE,single-source,ti_stddev_start,"C stddev.c:27 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:271 `let first = *options; (first as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_stddev_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_stddev,stddev.c,32,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"stddev.c:32. Not emitted: the stddev.c TU translated only its first function ti_stddev_start (assembled_unidiomatic.rs:271) and then aborted at ""Failed to link project-level harness for function ti_stddev_start"" (RUN.md); ti_stddev never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
ti_stderr_start,stderr.c,28,(options: const double *) -> int,,,NO_MAP,,,ti_stderr_start,,,,NONE,single-source,ti_stderr_start,"C stderr.c:28 `return (int)options[0]-1` -> Rust assembled_unidiomatic.rs:277 `let first = *options; (first as c_int) - 1`: genuine translation, same computation. Tool verdict: unverified, TU aborted at harness link failure (run1_extracted_rust/index.json). Name-eq says ti_stderr_start: correct. Forced matcher: no proposal (miss); deploy NONE."
ti_stderr,stderr.c,33,"(size: int, inputs: const double *const *, options: const double *, outputs: double *const *) -> int",,,NO_MAP,,,,,,,NONE,CONFLICT,NONE,"stderr.c:33. Not emitted: the stderr.c TU translated only its first function ti_stderr_start (assembled_unidiomatic.rs:277) and then aborted at ""Failed to link project-level harness for function ti_stderr_start"" (RUN.md); ti_stderr never reached the LLM. Absent from rust_inventory.csv. Matcher deploy NONE, no forced proposal: consistent."
